거래일자,거래시각,계좌ID,거래유형,금액,단위,가맹점,지역,채널,잔액,연령,연체여부
2025-06-24,12:31:33,AC100073,카드결제,10505,원,CU편의점,충남,모바일,223631.0,21,N
2025-09-08,12:03:22,AC102070,출금,26800,원,올리브영,광주,ATM,263356.0,38,N
2025-06-23,11:56:20,AC101647,이자,79484,원,,인천,모바일,940306.0,27,N
2025-07-23,20:36:32,AC100483,수수료,30434,원,교보문고,강원,인터넷뱅킹,6255.0,26,N
2025-08-10,19:30:02,AC100618,공과금,5776,원,,부산,모바일,124249.0,26,N
2025-08-20,04:39:26,AC101715,카드결제,5829,원,현대백화점,전남,전화,123989.0,28,N
2025-08-24,12:26:59,AC101993,카드결제,32619,원,CGV,세종,인터넷뱅킹,467827.0,33,N
2025-10-15,13:09:59,AC101075,출금,42150,원,,,인터넷뱅킹,,32,N
2025-08-31,16:23:50,AC100922,이자,70945,원,넷플릭스,광주,모바일,346577.0,38,N
2025-05-02,18:48:28,AC100447,이체,35416,원,파리바게뜨,경북,모바일,175708.0,30,N
2025-07-01,22:23:16,AC102058,이체,101517,원,스타벅스,전남,전화,441153.0,37,N
2025-03-03,12:49:23,AC100283,이체,53400,원,KT통신,,ATM,,31,N
2025-01-01,20:24:26,AC100688,카드결제,101871,원,롯데마트,대전,영업점,410681.0,25,N
2025-09-10,12:15:25,AC102069,이체,102253,원,CU편의점,강원,ATM,235665.0,39,N
2025-05-02,19:16:07,AC101909,공과금,43352,원,쿠팡,경기 ,모바일,527631.0,34,N
2025-05-29,18:34:41,AC101389,대출상환,16606,원,,인천,영업점,163329.0,30,N
2025-08-09,21:55:14,AC100648,이자,7715,원,KT통신,경북,인터넷뱅킹,552045.0,30,N
2025-08-03,18:43:22,AC101823,이자,41514,원,CGV,울산,영업점,107978.0,26,Y
2025-05-07,15:24:22,AC101959,수수료,12900,원,,경북,영업점,28432.0,40,N
2025-02-20,09:58:58,AC100145,입금,587087,원,무신사,경북,영업점,22590.0,31,N
2025-02-10,02:20:15,AC100359,수수료,25858,원,이마트,광주,ATM,447551.0,34,N
2025-04-04,11:18:40,AC100810,출금,10900,원,무신사,강원,영업점,188279.0,34,N
2025-05-26,12:07:51,AC101994,수수료,92765,원,메가커피,경기,전화,321230.0,27,N
2025-05-05,17:39:27,AC100294,수수료,21826,원,한국전력,서울,영업점,26048.0,33,N
2025-06-26,17:07:43,AC100240,카드결제,14130,원,롯데마트,서울,모바일,95993.0,49,N
2025-06-18,12:15:14,AC100559,이체,4301,원,GS25편의점,전북,전화,173840.0,30,N
2025-05-26,13:44:17,AC100920,대출상환,16452,원,파리바게뜨,광주,영업점,106878.0,22,N
2025-06-19,18:12:52,AC102193,입금,19265,원,스타벅스,전북,영업점,76985.0,36,N
2025-09-02,17:11:29,AC100342,출금,24604,원,,경남,모바일,21399.0,23,N
2025-01-24,13:22:00,AC100442,입금,371424,원,CU편의점,충북,ATM,34671.0,33,N
2025-10-04,22:31:59,AC101413,대출상환,55276,원,배달의민족,,전화,,38,N
2025-06-16,21:25:21,AC101323,출금,19934,원,한국전력,경북,인터넷뱅킹,73186.0,27,N
2025-02-26,12:07:00,AC100889,수수료,108130,원,SK주유소,충북,인터넷뱅킹,26460.0,27,N
2025-04-22,12:20:18,AC100389,카드결제,19129,원,CGV,제주,모바일,135298.0,21,N
2025-04-26,20:52:15,AC101286,이체,9721,원,,,영업점,,38,N
2025-01-01,20:30:49,AC101120,이자,10046,원,무신사,대구,영업점,120731.0,29,N
2025-05-07,18:53:51,AC101892,대출상환,51168,원,SK주유소,인천,ATM,1587803.0,39,N
2025-04-21,12:00:33,AC100619,입금,12218,원,올리브영,경기,인터넷뱅킹,316305.0,29,N
2025-08-14,12:36:10,AC100363,수수료,55294,원,다이소,경기,전화,108572.0,39,N
2025-01-23,20:05:53,AC100897,대출상환,98695,원,배달의민족,제주,모바일,77791.0,32,N
2025-06-19,09:40:54,AC101581,이자,16000,원,KT통신,,전화,,23,N
2025-10-12,20:01:54,AC100124,출금,234276,원,이마트,제주,영업점,1242997.0,34,N
2025-01-13,20:13:19,AC101690,이자,29143,원,요기요,대구,전화,209467.0,34,N
2025-02-27,12:15:48,AC100124,카드결제,28805,원,요기요,충남,모바일,,34,N
2025-07-09,18:34:37,AC100423,이자,41578,원,CGV,세종,영업점,48991.0,37,N
2025-01-01,09:01:27,AC101349,출금,24481,원,교보문고,세종,전화,55050.0,34,N
2025-05-22,04:03:54,AC101584,출금,361266,원,무신사,전북,전화,47628.0,37,N
2025-01-06,19:40:56,AC101675,공과금,29238,원,요기요,전북,전화,56305.0,27,N
2025-08-13,18:27:27,AC101715,공과금,19529,원,SK주유소,제주,모바일,205256.0,28,N
2025-11-19,18:49:36,AC101607,이체,16566,원,,경기,인터넷뱅킹,605645.0,33,N
2025-01-10,20:08:04,AC100517,입금,56771,원,,대전,인터넷뱅킹,64325.0,33,N
2025-05-01,13:45:01,AC100985,수수료,7549,원,스타벅스,강원,모바일,142352.0,31,N
2025-05-30,13:09:28,AC100240,공과금,11559,원,,제주,인터넷뱅킹,,49,N
2025-06-06,13:48:12,AC100804,대출상환,7840,원,배달의민족,부산,전화,1404974.0,26,N
2025-12-08,09:13:22,AC100826,입금,18353,원,CGV,대구,인터넷뱅킹,289505.0,39,N
2025-06-01,12:56:58,AC100794,공과금,27684,원,스타벅스,경기,ATM,400794.0,29,N
2025-05-01,18:16:57,AC100890,수수료,67700,원,다이소,대전,영업점,232330.0,33,N
2025-04-24,12:57:57,AC101676,대출상환,31447,원,,강원,인터넷뱅킹,95382.0,34,N
2025-03-27,18:31:35,AC100547,카드결제,13198,원,이마트,제주,영업점,47746.0,26,N
2025-05-09,12:52:42,AC101737,이자,24022,원,교보문고,인천,모바일,966290.0,31,N
2025-08-06,18:24:48,AC101730,이체,207159,원,교보문고,광주,영업점,309616.0,32,N
2025-04-01,19:52:23,AC101311,입금,28808,원,요기요,강원,인터넷뱅킹,126215.0,23,N
2025-07-23,20:14:52,AC101251,이자,7883,원,SK주유소,,인터넷뱅킹,,27,N
2025-09-07,17:10:27,AC101462,카드결제,60891,원,배달의민족,대전,영업점,154936.0,24,N
2025-01-01,20:31:26,AC101935,수수료,19924,원,SK주유소,세종,전화,99250.0,26,N
2025-05-19,22:49:03,AC101065,수수료,29511,원,스타벅스,전남,ATM,184003.0,30,N
2025-12-05,12:37:33,AC102155,출금,34593,원,,충남,인터넷뱅킹,125546.0,28,N
2025-10-02,09:26:36,AC100987,카드결제,175862,원,무신사,부산,인터넷뱅킹,643765.0,41,N
2025-05-29,21:13:34,AC100475,공과금,15219,원,CGV,부산,인터넷뱅킹,585484.0,34,N
2025-04-08,19:36:45,AC100337,수수료,195041,원,,전북,모바일,299341.0,33,N
2025-04-23,20:28:54,AC100819,수수료,85167,원,요기요,경남,ATM,564640.0,40,Y
2025-09-04,21:13:47,AC100028,대출상환,41501,원,메가커피,세종,전화,91577.0,23,N
2025-08-14,19:08:25,AC101439,대출상환,4707,원,현대백화점,광주,전화,224716.0,30,N
2025-07-04,23:00:31,AC100989,이체,212628,원,넷플릭스,울산,모바일,81565.0,32,N
2025-06-13,16:10:00,AC100093,이체,11016,원,이마트,전남,ATM,26059.0,32,N
2025-08-07,12:15:50,AC101959,대출상환,17415,원,,경남,인터넷뱅킹,180516.0,40,N
2025-03-07,17:30:40,AC102079,이체,46590,원,무신사,강원,인터넷뱅킹,100840.0,30,N
2025-10-17,21:14:31,AC101727,수수료,50072,원,,제주,모바일,157395.0,25,N
2025-12-09,17:36:47,AC100587,대출상환,10240,원,GS25편의점,광주,전화,292688.0,22,N
2025-03-31,11:07:19,AC100499,카드결제,25113,원,배달의민족,전남,모바일,388779.0,26,N
2025-06-02,17:15:24,AC100844,출금,18300,원,파리바게뜨,충북,전화,131620.0,29,N
2025-05-30,02:47:12,AC101548,출금,12405,원,교보문고,경남,영업점,,31,N
2025-01-01,18:21:35,AC100590,입금,94590,원,한국전력,세종,전화,152478.0,38,N
2025-04-24,12:56:23,AC100578,카드결제,50626,원,교보문고,광주,영업점,628187.0,39,N
2025-05-29,20:14:22,AC100402,공과금,28681,원,GS25편의점,제주,ATM,81287.0,26,N
2025-07-14,02:25:31,AC101258,카드결제,17780,원,배달의민족,제주,전화,44502.0,35,N
2025-07-27,12:51:35,AC100572,이체,9101,원,GS25편의점,전남,모바일,,26,N
2025-07-12,13:20:20,AC101831,이자,33466,원,,광주,전화,42637.0,30,N
2025-05-17,18:19:08,AC101205,수수료,28998,원,올리브영,서울,인터넷뱅킹,149561.0,30,N
2025-07-06,08:24:35,AC101936,카드결제,80826,원,CGV,,영업점,,44,N
2025-06-03,13:38:46,AC100207,카드결제,7296,원,GS25편의점,부산,인터넷뱅킹,353184.0,30,N
2025-09-22,09:34:01,AC100457,수수료,52723,원,배달의민족,부산,ATM,70067.0,33,N
2025-02-07,18:54:33,AC100058,공과금,115440,원,,서울,전화,181607.0,37,N
2025-04-26,11:39:39,AC101217,출금,5402,원,,울산,인터넷뱅킹,223888.0,30,N
2025-05-01,18:28:53,AC101720,입금,95664,원,요기요,전남,인터넷뱅킹,99691.0,30,N
2025-05-20,19:20:53,AC100474,카드결제,42567,원,메가커피,충북,영업점,184854.0,25,N
2025-05-26,11:48:48,AC101146,출금,1780,원,,경남,ATM,121539.0,45,N
2025-04-05,20:54:18,AC101425,수수료,238132,원,현대백화점,부산,ATM,105663.0,26,N
2025-06-28,18:43:56,AC101055,카드결제,15570,원,SK주유소,세종,인터넷뱅킹,250186.0,31,N
2025-06-11,21:39:23,AC101935,카드결제,27459,원,스타벅스,제주,전화,261719.0,26,N
2025-09-29,11:25:13,AC100535,출금,370059,원,,인천,인터넷뱅킹,83725.0,30,N
2025-05-05,13:43:04,AC101993,이체,33297,원,GS25편의점,대전,모바일,83197.0,33,N
2025-08-26,21:09:24,AC100378,대출상환,158900,원,CGV,울산,영업점,137496.0,28,N
2025-04-28,13:58:38,AC100943,입금,8354,원,SK주유소,광주,ATM,42701.0,22,N
2025-04-16,11:03:51,AC100379,입금,21510,원,올리브영,인천,모바일,519435.0,23,N
2025-09-18,19:28:12,AC102029,출금,71303,원,무신사,경기,모바일,137207.0,25,N
2025-08-12,19:14:24,AC100905,출금,2000,원,파리바게뜨,제주,모바일,329887.0,28,N
2025-09-24,19:28:31,AC101243,이체,21007,원,,경기,모바일,,34,N
2025-08-21,23:25:07,AC100122,공과금,83125,원,무신사,경기,ATM,229467.0,37,N
2025-09-06,19:44:48,AC100548,카드결제,116120,원,쿠팡,경기,인터넷뱅킹,344944.0,27,N
2025-07-31,12:30:53,AC100223,수수료,2363,원,올리브영,충북,영업점,114221.0,29,N
2025-10-02,19:53:41,AC102073,입금,18969,원,,전남,모바일,143265.0,31,N
2025-05-02,22:58:43,AC101984,수수료,120716,원,현대백화점,부산,ATM,149841.0,28,N
2025-08-18,17:09:05,AC101828,카드결제,14300,원,요기요,충남,영업점,196740.0,28,N
2025-03-03,16:16:19,AC100125,출금,16176,원,GS25편의점,제주,인터넷뱅킹,227979.0,28,Y
2025-03-19,21:00:21,AC101355,대출상환,8032,원,스타벅스,경북,인터넷뱅킹,44631.0,23,N
2025-07-15,07:11:09,AC101040,이자,27687,원,롯데마트,세종,영업점,,31,N
2025-04-27,20:53:34,AC101080,공과금,51452,원,롯데마트,대전,ATM,78826.0,29,N
2025-09-17,09:42:26,AC101001,입금,3546,원,스타벅스,대전,인터넷뱅킹,257449.0,32,N
2025-08-22,19:00:31,AC100534,이자,112340,원,GS25편의점,경남,인터넷뱅킹,83761.0,21,N
2025-07-04,12:34:37,AC102013,이자,20431,원,올리브영,전남,전화,57967.0,32,N
2025-03-24,20:40:19,AC101980,이체,31255,원,CGV,충남,영업점,428022.0,34,N
2025-01-06,18:18:24,AC100332,공과금,60156,원,KT통신,광주,전화,171352.0,43,N
2025-06-22,09:10:16,AC100758,이체,48111,원,,대구,전화,,28,N
2025-09-05,18:47:13,AC101098,입금,52938,원,넷플릭스,전남,전화,269762.0,32,N
2025-06-18,09:17:17,AC101807,대출상환,15135,원,무신사,대전,ATM,230905.0,37,N
2025-06-22,12:14:39,AC101040,출금,202991,원,CGV,광주,영업점,157058.0,31,N
2025-10-31,09:18:16,AC100799,대출상환,27616,원,다이소,전남,전화,118358.0,25,N
2025-05-14,11:47:00,AC102165,카드결제,143052,원,배달의민족,광주,영업점,319928.0,23,N
2025-10-10,19:40:47,AC100272,공과금,8028,원,올리브영,인천,모바일,133796.0,29,N
2025-06-22,21:45:35,AC101171,이자,14878,원,요기요,광주,영업점,174444.0,33,N
2025-05-03,11:26:56,AC100475,출금,20591,원,쿠팡,대구,전화,233110.0,34,N
2025-06-07,20:33:13,AC101252,대출상환,8087,원,무신사,울산,영업점,85895.0,27,N
2025-12-31,17:02:42,AC100368,이체,44304,원,,전북,영업점,1225503.0,28,N
2025-07-29,20:29:34,AC100928,공과금,23354,원,스타벅스,제주,모바일,245197.0,20,N
2025-04-29,13:36:44,AC101407,카드결제,9548,원,,전북,모바일,138390.0,26,N
2025-08-21,18:45:24,AC100745,출금,29693,원,한국전력,대구,ATM,50536.0,41,N
2025-08-02,17:18:07,AC101714,공과금,15077,원,파리바게뜨,강원,ATM,34336.0,26,N
2025-10-20,19:56:45,AC100431,대출상환,90474,원,한국전력,광주,전화,73344.0,20,N
2025-09-27,17:37:50,AC100948,카드결제,19908,원,교보문고,대구,영업점,459951.0,25,N
2025-04-03,13:02:19,AC100179,공과금,18769,원,SK주유소,,인터넷뱅킹,,24,N
2025-07-10,19:40:49,AC100338,입금,129813,원,무신사,강원,전화,8562.0,30,N
2025-09-25,17:55:50,AC101203,수수료,106688,원,SK주유소,광주,모바일,84684.0,39,N
2025-05-09,12:35:32,AC101935,이체,67770,원,다이소,대전,인터넷뱅킹,264982.0,26,N
2025-04-28,09:15:28,AC100844,이체,4164,원,메가커피,세종,영업점,81332.0,29,N
2025-03-23,09:00:26,AC100016,대출상환,15620,원,스타벅스,대전,전화,117642.0,25,N
2025-06-01,20:42:38,AC100699,이체,46087,원,,경남,ATM,42639.0,37,N
2025-03-25,12:29:40,AC101594,공과금,63046,원,넷플릭스,인천,ATM,262795.0,27,N
2025-04-22,17:07:02,AC101386,출금,29010,원,무신사,전북,모바일,445147.0,27,N
2025-09-15,19:46:28,AC100777,수수료,9049,원,CGV,충남,영업점,61836.0,33,N
2025-11-19,13:55:22,AC100198,이자,89962,원,현대백화점,인천,영업점,103491.0,49,N
2025-05-14,17:36:39,AC100166,입금,10715,원,SK주유소,경남,영업점,100912.0,36,N
2025-01-02,12:48:52,AC100634,입금,54179,원,쿠팡,부산,인터넷뱅킹,15182.0,32,N
2025-01-01,12:23:55,AC100990,이체,22200,원,배달의민족,경남,모바일,132472.0,35,N
2025-06-30,20:43:42,AC101411,카드결제,14933,원,SK주유소,경기,전화,360993.0,39,N
2025-09-28,11:15:17,AC100060,이자,32963,원,파리바게뜨,세종,영업점,115089.0,25,N
2025-09-17,10:08:24,AC100155,공과금,15162,원,넷플릭스,인천,전화,340083.0,38,N
2025-04-04,11:32:29,AC101397,입금,29650,원,쿠팡,대전,ATM,132630.0,29,N
2025-02-12,09:11:03,AC100143,입금,49016,원,스타벅스,강원,인터넷뱅킹,173155.0,27,Y
2025-04-08,20:30:34,AC100674,출금,7465,원,한국전력,,ATM,,25,N
2025-06-04,12:05:49,AC101303,수수료,39773,원,GS25편의점,충북,인터넷뱅킹,261780.0,33,N
2025-03-31,07:13:19,AC101659,공과금,125100,원,SK주유소,경북,인터넷뱅킹,89320.0,20,N
2025-12-31,15:01:15,AC101971,공과금,49685,원,,전남,인터넷뱅킹,206358.0,28,N
2025-05-29,11:57:33,AC100260,수수료,34700,원,,충북,인터넷뱅킹,115258.0,38,N
2025-01-01,19:32:46,AC100634,공과금,40900,원,이마트, 서울,모바일,74714.0,32,N
2025-08-15,13:34:44,AC100293,수수료,8770,원,SK주유소,부산,전화,45410.0,26,N
2025-06-01,15:34:15,AC102136,이자,90127,원,,대구,영업점,177878.0,24,N
2025-07-02,12:36:28,AC100014,이자,90441,원,스타벅스,세종,영업점,179582.0,39,N
2025-06-23,20:52:45,AC102127,이체,56407,원,이마트,경남,인터넷뱅킹,292862.0,34,N
2025-05-31,17:13:04,AC100558,입금,15104,원,CU편의점,울산,ATM,58906.0,32,N
2025-07-09,18:47:38,AC101184,이자,9424,원,스타벅스,세종,영업점,35846.0,26,N
2025-01-01,11:59:36,AC100689,이자,24222,원,CGV,충북,인터넷뱅킹,364975.0,32,N
2025-12-19,19:03:58,AC101555,이자,13195,원,스타벅스,전남,영업점,113561.0,21,N
2025-09-09,21:54:49,AC100996,카드결제,53969,원,무신사,울산,영업점,330436.0,27,N
2025-07-12,14:37:47,AC100607,대출상환,28522,원,이마트,인천,ATM,1263211.0,31,N
2025-08-23,20:38:20,AC102089,공과금,14188,원,GS25편의점,인천,전화,136209.0,39,N
2025-07-01,11:07:13,AC101677,수수료,370398,원,SK주유소,전남,인터넷뱅킹,85562.0,46,N
2025-01-01,12:23:42,AC100878,카드결제,33271,원,,광주,전화,175445.0,35,N
2025-04-08,13:41:35,AC101712,수수료,10601,원,CU편의점,강원,영업점,41213.0,26,N
2025-04-01,18:06:26,AC101718,수수료,4319,원,SK주유소,경북,영업점,550753.0,33,N
2025-02-23,20:58:33,AC100409,수수료,7550,원,,전북,전화,257700.0,28,N
2025-03-05,09:17:10,AC101700,공과금,4287,원,현대백화점,,인터넷뱅킹,,30,N
2025-05-30,05:54:03,AC101148,출금,7618,원,CGV,경기,인터넷뱅킹,268428.0,47,N
2025-07-01,13:35:42,AC101305,대출상환,15914,원,롯데마트,대구,영업점,59338.0,26,N
2025-05-20,20:45:55,AC101029,이체,73019,원,,제주,인터넷뱅킹,291573.0,31,N
2025-01-01,23:18:03,AC100940,이자,35643,원,CGV,제주,모바일,470594.0,33,N
2025-05-26,03:02:17,AC100259,수수료,147053,원,CGV,,모바일,,39,N
2025-04-17,11:13:51,AC101254,카드결제,6242,원,KT통신,부산,인터넷뱅킹,46077.0,35,N
2025-06-19,20:24:55,AC101934,출금,4270,원,,경남,영업점,267469.0,49,N
2025-07-06,19:21:54,AC100628,카드결제,250130,원,롯데마트,전북,영업점,135228.0,23,N
2025-10-23,12:43:14,AC100087,이체,36876,원,롯데마트,충북,전화,83225.0,34,N
2025-07-30,12:24:22,AC101849,수수료,197020,원,KT통신,인천,전화,232182.0,38,N
2025-07-07,20:30:00,AC101604,카드결제,65702,원,한국전력,울산,영업점,44124.0,31,N
2025-10-02,20:59:30,AC101644,공과금,31000,원,다이소,충북,영업점,71305.0,28,N
2025-06-25,21:47:30,AC102106,대출상환,153572,원,,경북,모바일,858591.0,28,N
2025-05-05,07:55:48,AC101149,카드결제,77996,원,CGV,울산,영업점,384655.0,33,N
2025-08-27,12:31:23,AC100220,출금,48377,원,다이소,충남,모바일,212921.0,28,N
2025-07-06,12:27:24,AC101733,카드결제,109665,원,이마트,광주,모바일,259189.0,35,N
2025-12-31,12:32:01,AC100256,입금,48850,원,배달의민족,,인터넷뱅킹,,29,N
2025-05-15,18:03:47,AC101652,이체,27558,원,무신사,전북,인터넷뱅킹,56083.0,29,N
2025-06-05,12:54:57,AC100240,카드결제,5195,원,다이소,전남,ATM,845921.0,49,N
2025-03-14,12:32:39,AC101724,입금,39022,원,,경기,모바일,487384.0,28,N
2025-08-04,18:17:21,AC101922,출금,29656,원,넷플릭스,경남,ATM,979933.0,28,N
2025-05-01,12:17:41,AC101509,출금,28629,원,KT통신,강원,인터넷뱅킹,209661.0,28,N
2025-02-23,21:48:02,AC101454,입금,17643,원,올리브영,제주,전화,273066.0,29,N
2025-02-27,12:50:23,AC101318,입금,248239,원,무신사,경남,인터넷뱅킹,197184.0,30,N
2025-03-22,20:22:29,AC100750,카드결제,31196,원,롯데마트,부산,모바일,31543.0,33,N
2025-03-15,20:47:54,AC102194,수수료,56028,원,KT통신,경북,ATM,98765.0,39,N
2025-10-04,19:39:46,AC101252,대출상환,25464,원,KT통신,대구,인터넷뱅킹,740648.0,27,N
2025-09-25,19:25:03,AC101549,이자,153454,원,이마트,전북,영업점,53881.0,29,N
2025-02-13,12:40:11,AC100513,입금,65400,원,넷플릭스,울산,전화,458479.0,38,N
2025-09-23,12:22:26,AC101555,이체,235204,원,요기요,광주,모바일,,21,N
2025-07-31,11:20:10,AC101295,공과금,41114,원,넷플릭스,제주,ATM,348307.0,30,N
2025-10-28,20:08:12,AC101092,대출상환,106474,원,파리바게뜨,충북,전화,868820.0,38,N
2025-11-20,23:51:29,AC101256,대출상환,26754,원,다이소,광주,전화,,33,N
2025-02-27,13:34:45,AC100772,대출상환,15702,원,넷플릭스,인천,ATM,173412.0,28,N
2025-02-25,03:16:15,AC100314,공과금,42585,원,무신사,충북,영업점,195627.0,33,N
2025-11-08,06:59:32,AC100075,수수료,16960,원,넷플릭스,강원,영업점,538283.0,36,N
2025-12-31,09:52:13,AC100873,대출상환,55000,원,SK주유소,서울,영업점,183842.0,24,N
2025-07-16,20:47:50,AC100174,대출상환,25793,원,롯데마트,대구,ATM,91697.0,34,N
2025-06-20,12:15:22,AC101777,입금,203337,원,SK주유소,인천,모바일,179512.0,33,N
